Government,CountryCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
DEPARTMENT OF ENERGY AND CLIMATE,GBR,649537,GBP,Apache North Sea Production Limited,07720972,2015-12-31,1,,Extractives Report,,17 Jan 2017
HM REVENUE & CUSTOMS,GBR,100963346,GBP,Apache North Sea Production Limited,07720972,2015-12-31,1,,Extractives Report,,17 Jan 2017
