CountryCode,Government,PaymentType,UnitMeasure,Volume,ValuationMethod,Currency,Amount,CompanyName,CompanyNumber,Notes,ReportName,ReportEndDate,Version,ReportNotes,FilingDate
GBR,HM Revenue & Customs,Tax,,0,,GBP,8968311,CONOCOPHILLIPS (U.K.) LIMITED,00524868,,Extractives Report,2015-12-31,1,,10 Nov 2016
GBR,Department of Energy and Climate Change,Fees,,0,,GBP,4411600,CONOCOPHILLIPS (U.K.) LIMITED,00524868,,Extractives Report,2015-12-31,1,,10 Nov 2016
