ProjectCode,ProjectName,CountryCodeList,PaymentType,UnitMeasure,Volume,ValuationMethod,Currency,Amount,CompanyName,CompanyNumber,Notes,ReportName,ReportEndDate,Version,ReportNotes,FilingDate
CAN5,South Operating Area,CAN,Tax,,0,,GBP,2183783,Centrica Plc,03033654,,Extractives Report,2015-12-31,1,,17 Nov 2016
CAN5,South Operating Area,CAN,Fees,,0,,GBP,2490419,Centrica Plc,03033654,,Extractives Report,2015-12-31,1,,17 Nov 2016
CAN5,South Operating Area,CAN,Royalties,,0,,GBP,512420,Centrica Plc,03033654,,Extractives Report,2015-12-31,1,,17 Nov 2016
CAN6,Peace River Arch Operating Area,CAN,Tax,,0,,GBP,1051183,Centrica Plc,03033654,,Extractives Report,2015-12-31,1,,17 Nov 2016
CAN6,Peace River Arch Operating Area,CAN,Fees,,0,,GBP,1206621,Centrica Plc,03033654,,Extractives Report,2015-12-31,1,,17 Nov 2016
CAN6,Peace River Arch Operating Area,CAN,Royalties,,0,,GBP,2294171,Centrica Plc,03033654,,Extractives Report,2015-12-31,1,,17 Nov 2016
TTO1,Block 1a,TTO,Fees,,0,,GBP,727147,Centrica Plc,03033654,,Extractives Report,2015-12-31,1,,17 Nov 2016
TTO2,Block 1b,TTO,Fees,,0,,GBP,1059770,Centrica Plc,03033654,,Extractives Report,2015-12-31,1,,17 Nov 2016
TTO3,Block 22,TTO,Fees,,0,,GBP,231249,Centrica Plc,03033654,,Extractives Report,2015-12-31,1,,17 Nov 2016
TTO4,NCMA-4,TTO,Fees,,0,,GBP,1113080,Centrica Plc,03033654,,Extractives Report,2015-12-31,1,,17 Nov 2016
TTO5,NCMA-1,TTO,Tax,,0,,GBP,3127764,Centrica Plc,03033654,Settled on behalf of Centrica by Ministry of Energy and Energy Affairs to the Ministry of Finance under terms of Production Sharing Contract,Extractives Report,2015-12-31,1,,17 Nov 2016
