Government,CountryCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
Uralsk Government revenue Board,KAZ,64853048,USD,Nostrum Oil & Gas PLC,08717287,2015-12-31,1,-,Extractives Report,-,08 Aug 2016
Zelenov region Government revenue Board,KAZ,1300964,USD,Nostrum Oil & Gas PLC,08717287,2015-12-31,1,-,Extractives Report,-,08 Aug 2016
West Kazakhstan region Department of Public revenues,KAZ,300000,USD,Nostrum Oil & Gas PLC,08717287,2015-12-31,1,-,Extractives Report,-,08 Aug 2016
