CountryCode,Government,PaymentType,UnitMeasure,Volume,ValuationMethod,Currency,Amount,CompanyName,CompanyNumber,Notes,ReportName,ReportEndDate,Version,ReportNotes,FilingDate
GBR,HM Revenue & Customs,Tax,,0,,GBP,-4577125,CONOCOPHILLIPS PETROLEUM COMPANY U.K. LIMITED,00792712,,Extractives Report,2015-12-31,1,,10 Nov 2016
GBR,Department of Energy and Climate Change,Fees,,0,,GBP,594983,CONOCOPHILLIPS PETROLEUM COMPANY U.K. LIMITED,00792712,,Extractives Report,2015-12-31,1,,10 Nov 2016
