Government,CountryCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
Tajikistan Tax Authority,TJK,130287,USD,Tethys Petroleum Limited,,2015-12-31,2,,Extractive Industry Reporting,,01 Sep 2016
Treasury Committee of the Ministry of Finance of Kazakhstan,KAZ,1374604,USD,Tethys Petroleum Limited,,2015-12-31,2,,Extractive Industry Reporting,,01 Sep 2016
