Government,CountryCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
PETRONAS (PETROLIAM NASIONAL BERHAD),MYS,47492425,USD,EnQuest PLC,07140891,2015-12-31,1,Payment in kind for 996805 boe at article price,Extractives Report,,30 Jun 2016
PETRONAS (PETROLIAM NASIONAL BERHAD),MYS,9574722,USD,EnQuest PLC,07140891,2015-12-31,1,,Extractives Report,,30 Jun 2016
MALAYSIAN INLAND REVENUE BOARD,MYS,7766461,USD,EnQuest PLC,07140891,2015-12-31,1,,Extractives Report,,30 Jun 2016
HM REVENUE AND CUSTOMS,GBR,-3820535,USD,EnQuest PLC,07140891,2015-12-31,1,,Extractives Report,,30 Jun 2016
SKATTEETATEN,NOR,-2924275,USD,EnQuest PLC,07140891,2015-12-31,1,,Extractives Report,,30 Jun 2016
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,GBR,3531169,USD,EnQuest PLC,07140891,2015-12-31,1,,Extractives Report,,30 Jun 2016
