Government,CountryCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
HM Revenue & Customs,GBR,8968311,GBP,CONOCOPHILLIPS (U.K.) LIMITED,00524868,2015-12-31,1,,Extractives Report,,10 Nov 2016
Department of Energy and Climate Change,GBR,4411600,GBP,CONOCOPHILLIPS (U.K.) LIMITED,00524868,2015-12-31,1,,Extractives Report,,10 Nov 2016
