Government,CountryCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
ANH-AGENCIA NACIONAL DE HIDROCARBUROS,COL,8621265,USD,PetroLatina Energy Ltd. (consolidated group),05173588,2015-12-31,1,,Extractives Report,Amounts in currencies other than United States dollars have been translated at the exchange rate at date of the payment,05 Dec 2016
DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES,COL,11946476,USD,PetroLatina Energy Ltd. (consolidated group),05173588,2015-12-31,1,,Extractives Report,Amounts in currencies other than United States dollars have been translated at the exchange rate at date of the payment,05 Dec 2016
A Y C LIMITADA,COL,123973,USD,PetroLatina Energy Ltd. (consolidated group),05173588,2015-12-31,1,,Extractives Report,Amounts in currencies other than United States dollars have been translated at the exchange rate at date of the payment,05 Dec 2016
OBCIPOL LTDA.,COL,191337,USD,PetroLatina Energy Ltd. (consolidated group),05173588,2015-12-31,1,,Extractives Report,Amounts in currencies other than United States dollars have been translated at the exchange rate at date of the payment,05 Dec 2016
