+Government+CountryCode+Amount+Currency+CompanyName+CompanyNumber+ReportEndDate+Version+Notes+ReportName+ReportNotes+FilingDate
34+Ministry of Finance - Inland Revenue Division+TTO+454000+USD+BG Group Ltd+3690065.0+2015-12-31+1++Extractives Report++27 Jun 2016
35+Monsieur le Receveur des Finances du Lac+TUN+66506000+USD+BG Group Ltd+3690065.0+2015-12-31+1++Extractives Report++27 Jun 2016
36+Monsieur le Receveur des Finances du Lac+TUN+27660000+USD+BG Group Ltd+3690065.0+2015-12-31+1++Extractives Report++27 Jun 2016
37+Entreprise Tunisienne d’Activités Pétrolières+TUN+7199000+USD+BG Group Ltd+3690065.0+2015-12-31+1+In kind payments+Extractives Report++27 Jun 2016
38+Her Majesty's Revenue & Customs+GBR+406462000+USD+BG Group Ltd+3690065.0+2015-12-31+1++Extractives Report++27 Jun 2016
39+Department of Energy and Climate Change+GBR+1562000+USD+BG Group Ltd+3690065.0+2015-12-31+1++Extractives Report++27 Jun 2016
40+Health and Safety Executive+GBR+324000+USD+BG Group Ltd+3690065.0+2015-12-31+1++Extractives Report++27 Jun 2016
41+Administración Nacional de Combustibles, Alcoholes y Portland+URY+300000+USD+BG Group Ltd+3690065.0+2015-12-31+1++Extractives Report++27 Jun 2016
0+Argentina - National+ARG+7159000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
1+Argentina - Regional - Catamarca+ARG+16586000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
2+Argentina - Regional - Jujuy Province+ARG+1075000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
3+Argentina - Local - San Juan+ARG+147000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
4+Australia - National+AUS+66195278+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
5+Australia - Regional - New South Wales+AUS+250816074+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
6+Australia - Regional - Northern Territory+AUS+811828+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
7+Australia - Regional - Queensland+AUS+152418792+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
8+Australia - Regional - Western Australia+AUS+14809657+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
9+Australia - Local -  Muswellbrook Shire Council+AUS+1020979+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
10+Australia - Local - Singleton Shire Council+AUS+17049835+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
11+Bolivia - National+BOL+27316000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
12+Burkina Faso - National+BFA+1696000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
13+Canada - National+CAN+14577000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
14+Canada - Regional - British Columbia+CAN+819000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
15+Canada - Regional - Nunavut+CAN+44000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
16+Canada - Regional - Ontario+CAN+15439000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
17+Canada - Regional - Quebec+CAN+15099000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
18+Chad - National+TCD+79880000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
19+Chile - National+CHL+748000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
20+Chile - Local - Punitaqui+CHL+125000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
21+Chile - Local - Sierra Gorda+CHL+541000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
22+Colombia - National+COL+136798000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
23+Colombia - Regional - Cesar+COL+3000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
24+DRC - National+COD+363964000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
25+Equatorial Guinea - National+GNQ+296050000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
26+Kazakhstan - National+KAZ+145876000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
27+Namibia - National+NAM+7702000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
28+Peru - National+PER+84909000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
29+Peru - Local - Lima+PER+4716000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
30+South Africa - National +ZAF+14072999+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
31+Tanzania - National+TZA+206000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
32+Zambia - National+ZMB+42159000+USD+Glencore plc++2015-12-31+1++Extractives Report++29 Aug 2016
0+AFIP DIRECCIÓN GENERAL IMPOSITIVA+ARG+1114712+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
1+AGENCIA NACIONAL DO PETROLEO GAS NATURAL E BIOCOMBUSTIVEIS+BRA+2669289+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
2+ALBERTA ENERGY REGULATOR+CAN+6943108+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
3+AUSTRALIAN TAXATION OFFICE+AUS+757694007+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
4+BANCO PROVINCIA DEL NEUQUEN SA+ARG+4239029+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
5+BASILICATA REGION (VDA)+ITA+62089905+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
6+BPN 019 DITJEN MIGAS VALAS+IDN+1000000+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
7+BRUNEI NATIONAL PETROLEUM COMPANY+BRN+300277+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
8+BUREAU OF INTERNAL REVENUE+PHL+78622555+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
9+CALVELLO MUNICIPALITY+ITA+1753127+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
10+CHINA NATIONAL OFFSHORE OIL CORPORATION+CHN+250000+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
11+CHINA NATIONAL PETROLEUM CORPORATION+CHN+447955875+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 11,949 KBOE valued at government selling price +Extractive Industry Reporting++18 Apr 2016
12+CHINA NATIONAL PETROLEUM CORPORATION+CHN+2428014+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 50 KBOE valued at market price +Extractive Industry Reporting++18 Apr 2016
13+CLEARWATER COUNTY+CAN+422530+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
14+COMMISSION FOR ENERGY REGULATION+IRL+3399097+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
15+COMMISSIONER OF THE GENERAL LAND+USA+466563+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
16+COMMONWEALTH OF PENNSYLVANIA+USA+11706305+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
17+COMMUNE DE GAMBA.+GAB+16791230+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
18+DEPARTMENT OF COMMUNICATIONS+IRL+914006+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
19+DEPARTMENT OF ENERGY+PHL+315828963+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
20+DEPARTMENT OF ENERGY AND CLIMATE+GBR+5460057+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
21+DEPARTMENT OF INDUSTRY+AUS+120439264+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
22+DEPARTMENT OF PETROLEUM RESOURCES+NGA+541764943+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
23+DEPARTMENT OF PETROLEUM RESOURCES+NGA+37424320+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 703 KBOE valued at market price +Extractive Industry Reporting++18 Apr 2016
24+DIRECTOR, DIVISION OF OIL AND GAS+USA+202840+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
25+DIREKTORATET FOR SAMFUNNSSIKKERHET+NOR+453596+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
26+DUNCANS CARMON CREEK COMMUNITY+CAN+386488+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
27+EGYPTIAN GENERAL PETROLEUM CORPORATION+EGY+185566882+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
28+FEDERAL INLAND REVENUE SERVICE (FIRS)+NGA+260095760+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
29+FEDERAL INLAND REVENUE SERVICE (FIRS)+NGA+457824860+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 8,996 KBOE valued at market price +Extractive Industry Reporting++18 Apr 2016
30+FEDERATION ACCOUNT WITH CBN+NGA+291115+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
31+GABON OIL COMPANY+GAB+187850672+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 3,881 KBOE valued at market price +Extractive Industry Reporting++18 Apr 2016
32+GAS Y PETROLEO DEL NEUQUEN S.A.+ARG+12139000+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
33+GOVERNMENT OF ALBERTA+CAN+90278257+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
34+GOVERNMENT OF BRUNEI DARUSSALAM+BRN+103637575+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
35+GRUMENTO NOVA MUNICIPALITY+ITA+1001787+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
36+HM REVENUE & CUSTOMS+GBR+-128360400+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
37+INDUSTRY CANADA+CAN+230669+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
38+INLAND REVENUE DEPARTMENT+NZL+58845962+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
39+INTERNAL REVENUE SERVICE+USA+-237747204+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
40+KETUA PENGARAH HASIL DALAM NEGERI+MYS+170964023+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
41+LOUISIANA STATE REVENUE TAX DEPT+USA+3444657+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
42+MALAYSIA FEDERAL & STATE GOVERNMENTS+MYS+371201768+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 17,179 KBOE valued at fixed price +Extractive Industry Reporting++18 Apr 2016
43+MALAYSIA FEDERAL & STATE GOVERNMENTS+MYS+265687689+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 4,948 KBOE valued at market price +Extractive Industry Reporting++18 Apr 2016
44+MARSICO NUOVO MUNICIPALITY+ITA+751340+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
45+MARSICOVETERE MUNICIPALITY+ITA+250447+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
46+MAYO COUNTY COUNCIL+IRL+564653+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
47+MIKISEW CREE FIRST NATION TRUST+CAN+865771+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
48+MIKISEW CREE GOVERNMENT+CAN+283331+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
49+MINISTER OF FINANCE+CAN+1447100+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
50+MINISTERIO DA FAZENDA+BRA+66546148+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
51+MINISTRY OF ECONOMIC DEVELOPMENT+NZL+65047905+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
52+MINISTRY OF EMPLOY. & INVEST.+CAN+770691+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
53+MONTEMURRO MUNICIPALITY+ITA+250447+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
54+MUNICIPAL DISTRICT OF GREENVIEW NO.+CAN+581296+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
55+NIGER DELTA DEVELOPMENT COMMISSION+NGA+46946550+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
56+NIGERIAN NATIONAL PETROLEUM CORPORATION+NGA+3607646387+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 114,069 KBOE valued at market price +Extractive Industry Reporting++18 Apr 2016
57+OFFICE OF NATURAL RESOURCES REVENUE+USA+539110822+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
58+OLJEDIREKTORATET+NOR+10492924+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
59+OMAN - MINISTRY OF FINANCE+OMN+2089920954+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
60+OMAN - MINISTRY OF FINANCE+OMN+23003630+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 442 KBOE valued at government selling price +Extractive Industry Reporting++18 Apr 2016
61+PA DEPARTMENT OF TRANSPORTATION+USA+700000+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
62+PEACE HILLS TRUST COMPANY - WOODLAND CREE FIRST NATION+CAN+3872603+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
63+PETORO AS+NOR+1892922939+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 45,330 KBOE valued at market price +Extractive Industry Reporting++18 Apr 2016
64+PETROLEO BRASILEIRO S A+BRA+262162+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
65+PETROLIAM NASIONAL BERHAD+MYS+175732278+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
66+PETROLIAM NASIONAL BERHAD+MYS+1490806283+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 66,716 KBOE valued at fixed price +Extractive Industry Reporting++18 Apr 2016
67+PETROLIAM NASIONAL BERHAD+MYS+482567042+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 9,563 KBOE valued at market price +Extractive Industry Reporting++18 Apr 2016
68+PETRONAS CARIGALI SDN BHD (KL)+MYS+3482445+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
69+PETRONAS CARIGALI SDN BHD (KL)+MYS+884382103+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 41,435 KBOE valued at fixed price +Extractive Industry Reporting++18 Apr 2016
70+PETRONAS CARIGALI SDN BHD (KL)+MYS+565725964+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 10,333 KBOE valued at market price +Extractive Industry Reporting++18 Apr 2016
71+PNOC EXPLORATION CORPORATION+PHL+92466143+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
72+PROVINCIA DE SALTA - DIRECCIÓN DE RECURSOS TRIBUTARIOS ENERGETICOS+ARG+5338345+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
73+PROVINCIA DEL NEUQUEN ADMINISTRACIO - MINISTERIO DE ECONOMIA+ARG+236684+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
74+PROVINCIAL TREASURER OF ALBERTA+CAN+26204584+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
75+QATAR PETROLEUM+QAT+973181830+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
76+RAS LAFFAN INDUSTRIAL CITY+QAT+16475980+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
77+RECEIVER GENERAL FOR CANADA+CAN+15852451+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
78+ROYAL TRUST CORPORATION OF CANADA - FORT MCKAY FIRST NATION+CAN+2164413+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
79+SHAANXI PROVINCE OFFICE OF STATE ADMINISTRATION OF TAXATION+CHN+7686464+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 205 KBOE valued at government selling price +Extractive Industry Reporting++18 Apr 2016
80+SICHUAN PROVINCIAL OFFICE OF STATE ADMINISTRATION OF TAXATION+CHN+922004+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 24 KBOE valued at government selling price +Extractive Industry Reporting++18 Apr 2016
81+SKATTE OG AVGIFTSREGNSKAP+NOR+1135199247+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
82+SKATTEOPPKREVEREN I SOLA+NOR+2153200+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
83+SOUTH OIL COMPANY+IRQ+1335946438+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 30,844 KBOE valued at market price +Extractive Industry Reporting++18 Apr 2016
84+SOUTH OIL COMPANY+IRQ+23303080+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 485 KBOE valued at market price +Extractive Industry Reporting++18 Apr 2016
85+STATE OF LOUISIANA+USA+-9759083+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
86+STATE OF PENNSYLVANIA+USA+220000+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
87+STATE OF TEXAS+USA+22337035+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
88+STATE OF WYOMING+USA+19407697+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
89+STATOIL ASA+NOR+1115666182+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1+ Payment in Kind for 27,632 KBOE valued at market price +Extractive Industry Reporting++18 Apr 2016
90+SUCKER CREEK FIRST NATION+CAN+243922+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
91+SUSQUEHANNA RIVER BASIN COMMISSION+USA+758579+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
92+TESORERIA PROVINCIALE DELLO STATO+ITA+133991908+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
93+TEXAS GENERAL LAND OFFICE+USA+452264+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
94+THE UNIVERSITY OF TEXAS SYSTEM+USA+773220+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
95+TRESORIER PAY.GEN. DU GABON+GAB+148391361+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
96+VIGGIANO MUNICIPALITY+ITA+6949895+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
97+YELLOWHEAD COUNTY+CAN+262426+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
98+ALBERTA PETROLEUM MARKETING COMMISSION+CAN+-657433+USD+ROYAL DUTCH SHELL PLC+4366849.0+2015-12-31+1++Extractive Industry Reporting++18 Apr 2016
