Government,CountryCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
Federal,RUS,17218000,USD,Petropavlovsk PLC,04343841,2015-12-31,1,,Extractives Report,,16 Jan 2017
Regional - Amur Region,RUS,48539000,USD,Petropavlovsk PLC,04343841,2015-12-31,1,,Extractives Report,,16 Jan 2017
Regional - Other,RUS,79000,USD,Petropavlovsk PLC,04343841,2015-12-31,1,,Extractives Report,,16 Jan 2017
