CountryCode,Government,PaymentType,UnitMeasure,Volume,ValuationMethod,Currency,Amount,CompanyName,CompanyNumber,Notes,ReportName,ReportEndDate,Version,ReportNotes,FilingDate
MEX,National government,Fees,,0,,CHF,227266,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
MEX,Regional/ local government,Tax,,0,,CHF,32011224,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
MDA,National government,Tax,,0,,CHF,2163493,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
MAR,Regional/ local government,Tax,,0,,CHF,34365514,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
NZL,National government,Infrastructure,,0,,CHF,292259,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
NZL,National government,Royalties,,0,,CHF,458591,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
NZL,National government,Tax,,0,,CHF,746136,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
NIC,National government,Fees,,0,,CHF,175035,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
NIC,National government,Royalties,,0,,CHF,126479,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
NIC,National government,Tax,,0,,CHF,4104391,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
NGA,National government,Royalties,,0,,CHF,947946,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
NGA,National government,Tax,,0,,CHF,3155076,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
PHL,National government,Tax,,0,,CHF,63692973,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
PHL,Regional/ local government,Tax,,0,,CHF,2633778,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
POL,Regional/ local government,Fees,,0,,CHF,7716753,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
POL,Regional/ local government,Royalties,,0,,CHF,4063845,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
POL,Regional/ local government,Tax,,0,,CHF,8523285,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
ROU,National government,Royalties,,0,,CHF,2248036,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
ROU,National government,Tax,,0,,CHF,8443953,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
ROU,Regional/ local government,Fees,,0,,CHF,119157,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
ROU,Regional/ local government,Tax,,0,,CHF,1299675,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
RUS,Regional/ local government,Fees,,0,,CHF,1020510,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
RUS,Regional/ local government,Royalties,,0,,CHF,1860997,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
RUS,Regional/ local government,Tax,,0,,CHF,313560,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
SRB,National government,Tax,,0,,CHF,1427816,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
SRB,Regional/ local government,Royalties,,0,,CHF,284858,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
SRB,Regional/ local government,Tax,,0,,CHF,400351,Aggregate Industries UK Limited,00245717,,Report on Payments to Governments,2015-12-31,1,,25 Oct 2016
