ProjectName,ProjectCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
Chinarevskoye,-,66154012,USD,Nostrum Oil & Gas PLC,08717287,2015-12-31,1,-,Extractives Report,-,08 Aug 2016
Rostoshinkoye,-,300000,USD,Nostrum Oil & Gas PLC,08717287,2015-12-31,1,-,Extractives Report,-,08 Aug 2016
