ProjectName,ProjectCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
Akulka Gas,Akulka Gas,194799,USD,Tethys Petroleum Limited,,2015-12-31,2,,Extractive Industry Reporting,,01 Sep 2016
Akulka Oil,Akulka Oil,772314,USD,Tethys Petroleum Limited,,2015-12-31,2,,Extractive Industry Reporting,,01 Sep 2016
Kyzloi Gas,Kyzloi Gas,385780,USD,Tethys Petroleum Limited,,2015-12-31,2,,Extractive Industry Reporting,,01 Sep 2016
Kul-Bas,Kul-Bas,21711,USD,Tethys Petroleum Limited,,2015-12-31,2,,Extractive Industry Reporting,,01 Sep 2016
Bokhtar PSC,Bokhtar PSC,130287,USD,Tethys Petroleum Limited,,2015-12-31,2,,Extractive Industry Reporting,,01 Sep 2016
