ProjectName,ProjectCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
Perenco Vietnam AS,Perenco Vietnam AS,3556862,USD,Perenco Overseas Holdings Limited,07517072,2015-12-31,1,,Extractives Report,,17 Oct 2016
Perenco Cuu Long Ltd,Perenco Cuu Long Ltd,127523234,USD,Perenco Overseas Holdings Limited,07517072,2015-12-31,1,,Extractives Report,,17 Oct 2016
