Government,CountryCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
HMRC,GBR,64291721,GBP,Perenco UK Limited,04653066,2015-12-31,1,,Extractives Report,,17 Oct 2016
Department of Energy & Climate Change,GBR,5089945,GBP,Perenco UK Limited,04653066,2015-12-31,1,,Extractives Report,,17 Oct 2016
Crown Estates,GBR,1175529,GBP,Perenco UK Limited,04653066,2015-12-31,1,,Extractives Report,,17 Oct 2016
Environment Agency,GBR,144861,GBP,Perenco UK Limited,04653066,2015-12-31,1,,Extractives Report,,17 Oct 2016
