CountryCode,Government,PaymentType,UnitMeasure,Volume,ValuationMethod,Currency,Amount,CompanyName,CompanyNumber,Notes,ReportName,ReportEndDate,Version,ReportNotes,FilingDate
MDG,OMNIS,Fees,,0,Not assigned,USD,300000,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
PAK,Ministry of petroleum & natural resources,Fees,,0,Not assigned,USD,3842,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
PAK,Ministry of petroleum & natural resources,Fees,,0,Not assigned,USD,6008,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
JAM,Petroleum Corporation of Jamaica,Fees,,0,Not assigned,USD,128261,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
NLD,Belastingdienst,Fees,,0,Not assigned,USD,64796,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
NLD,Belastingdienst,Fees,,0,Not assigned,USD,32333,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
NLD,Belastingdienst,Fees,,0,Not assigned,USD,65119,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
NLD,Belastingdienst,Fees,,0,Not assigned,USD,3108,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
NLD,Belastingdienst,Fees,,0,Not assigned,USD,36949,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
NLD,Belastingdienst,Fees,,0,Not assigned,USD,24408,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
NLD,Belastingdienst,Fees,,0,Not assigned,USD,31024,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
NLD,Belastingdienst,Fees,,0,Not assigned,USD,1438,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Fees,,0,Not assigned,USD,64465,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Fees,,0,Not assigned,USD,259624,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Fees,,0,Not assigned,USD,299158,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Fees,,0,Not assigned,USD,434488,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Fees,,0,Not assigned,USD,60201,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Fees,,0,Not assigned,USD,129854,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Fees,,0,Not assigned,USD,115442,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Fees,,0,Not assigned,USD,10615,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Fees,,0,Not assigned,USD,17083,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Fees,,0,Not assigned,USD,1965,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Fees,,0,Not assigned,USD,42941,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Fees,,0,Not assigned,USD,12328,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Fees,,0,Not assigned,USD,89587,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Fees,,0,Not assigned,USD,89587,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
NOR,Norwegian Petroleum Directorate,Fees,,0,Not assigned,USD,263007,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
NOR,Norwegian Petroleum Directorate,Fees,,0,Not assigned,USD,390701,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
NOR,Norwegian Petroleum Directorate,Fees,,0,Not assigned,USD,70973,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
NOR,Norwegian Petroleum Directorate,Fees,,0,Not assigned,USD,1369984,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
NOR,Norwegian Petroleum Directorate,Fees,,0,Not assigned,USD,186014,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
NOR,Norwegian Petroleum Directorate,Fees,,0,Not assigned,USD,1002241,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GHA,Ghana Revenue Authority,Fees,,0,Not assigned,USD,60472,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
KEN,Ministry of Energy,Fees,,0,Not assigned,USD,158100,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
KEN,Ministry of Energy,Fees,,0,Not assigned,USD,92580,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
KEN,Ministry of Energy,Fees,,0,Not assigned,USD,92340,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
KEN,Ministry of Energy,Fees,,0,Not assigned,USD,124000,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
KEN,Ministry of Energy,Fees,,0,Not assigned,USD,18876,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
MRT,Mauritanian Finance Ministry & Direction of Environmental Commission,Fees,,0,Not assigned,USD,19650,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
MRT,Mauritanian Finance Ministry & Direction of Environmental Commission,Fees,,0,Not assigned,USD,24150,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
MRT,Mauritanian Finance Ministry & Direction of Environmental Commission,Fees,,0,Not assigned,USD,26450,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
MRT,Mauritanian Finance Ministry & Direction of Environmental Commission,Fees,,0,Not assigned,USD,257749,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
UGA,Ministry of Energy and Minerals Development,Fees,,0,Not assigned,USD,11453,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GIN,Minestere des mines et de la geologie,Fees,,0,Not assigned,USD,75087,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
ETH,Ethiopia - Payment made to 3rd party,Infrastructure,,0,Not assigned,USD,196729,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
PAK,Ministry of petroleum & natural resources,Infrastructure,,0,Not assigned,USD,4000,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
PAK,Ministry of petroleum & natural resources,Infrastructure,,0,Not assigned,USD,3000,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
PAK,Ministry of petroleum & natural resources,Infrastructure,,0,Not assigned,USD,4000,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
PAK,Ministry of petroleum & natural resources,Infrastructure,,0,Not assigned,USD,3000,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
SUR,Suriname - Payment made to 3rd party,Infrastructure,,0,Not assigned,USD,257689,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
SUR,Suriname - Payment made to 3rd party,Infrastructure,,0,Not assigned,USD,257689,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Infrastructure,,0,Not assigned,USD,40113,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Infrastructure,,0,Not assigned,USD,101620,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GBR,Department of Energy & Climate Change,Infrastructure,,0,Not assigned,USD,96271,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GHA,Ghana Health Service and Ghana Education Service,Infrastructure,,0,Not assigned,USD,915219,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GHA,Ghana Health Service and Ghana Education Service,Infrastructure,,0,Not assigned,USD,237263,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GHA,Ghana Health Service and Ghana Education Service,Infrastructure,,0,Not assigned,USD,3190490,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
GIN,OFFICE GUINEEN DE RECHERCHE ET DE PROMOTION PETROLIERE,Infrastructure,,0,Not assigned,USD,59572,Tullow Oil PLC,03919249,USD,Extractives Report,2015-12-31,1,,28 Nov 2016
