Government,CountryCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
HM Revenue & Customs,GBR,-70083491,GBP,Chevron North Sea Ltd,01546623,2015-12-31,1,,Extractives Report,,15 Nov 2016
Department of Energy and Climate Change,GBR,1023422,GBP,Chevron North Sea Ltd,01546623,2015-12-31,1,,Extractives Report,,15 Nov 2016
