Government,CountryCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
Dirección de Impuestos y Aduanas Nacionales - DIAN,COL,112954704,USD,EQUION ENERGIA LIMITED,00629687,2015-12-31,1,,Extractives Report,"Equion Energia Limited has prepared the consolidated report on payments made to governments in relation to relevant activities of both Equion Energia Limited and any of its subsidiary undertakings included in the consolidated group accounts: Equion Energia Limited (Colombia Branch), Colombia Pipelines, Santiago Oil Company, Santiago Oil Company (Colombia Branch), Sento S.A.S., Proyectos ODC N1 S.A.S.",31 Oct 2016
Secretaría de Hacienda Distrital de Bogotá - SHD,COL,340388,USD,EQUION ENERGIA LIMITED,00629687,2015-12-31,1,,Extractives Report,"Equion Energia Limited has prepared the consolidated report on payments made to governments in relation to relevant activities of both Equion Energia Limited and any of its subsidiary undertakings included in the consolidated group accounts: Equion Energia Limited (Colombia Branch), Colombia Pipelines, Santiago Oil Company, Santiago Oil Company (Colombia Branch), Sento S.A.S., Proyectos ODC N1 S.A.S.",31 Oct 2016
Agencia Nacional de Hidrocarburos - ANH,COL,190047734,USD,EQUION ENERGIA LIMITED,00629687,2015-12-31,1,"Includes gross oil royalties payments in kind as operator of joint venture of $158,5 million, and gas royalties payments in money of $ 31,6 million ",Extractives Report,"Equion Energia Limited has prepared the consolidated report on payments made to governments in relation to relevant activities of both Equion Energia Limited and any of its subsidiary undertakings included in the consolidated group accounts: Equion Energia Limited (Colombia Branch), Colombia Pipelines, Santiago Oil Company, Santiago Oil Company (Colombia Branch), Sento S.A.S., Proyectos ODC N1 S.A.S.",31 Oct 2016
