Government,CountryCode,Amount,Currency,CompanyName,CompanyNumber,ReportEndDate,Version,Notes,ReportName,ReportNotes,FilingDate
State treasury: state budget,UKR,18016855,USD,Ferrexpo PLC,05432915,2015-12-31,1,,Extractives Report,,28 Jun 2016
State treasury: regional budget,UKR,5383281,USD,Ferrexpo PLC,05432915,2015-12-31,1,,Extractives Report,,28 Jun 2016
State treasury: local budget,UKR,2607734,USD,Ferrexpo PLC,05432915,2015-12-31,1,,Extractives Report,,28 Jun 2016
