CountryCode,Government,PaymentType,UnitMeasure,Volume,ValuationMethod,Currency,Amount,CompanyName,CompanyNumber,Notes,ReportName,ReportEndDate,Version,ReportNotes,FilingDate
GBR,Her Majesty's Revenue & Customs,Tax,GBP,0,N/A,GBP,786776357,Nexen Petroleum UK Limited,01051137,Corporation Tax & Supplementary Charge,Extractives Report,2015-12-31,2,In accordance with paragraph 44 in the statement of reasons for the EU Accounting Directive and for comparability with UK EITI reporting interest has been included within the tax figures,10 Jan 2017
GBR,Department for Energy & Climate Change,Fees,GBP,0,N/A,GBP,5639338,Nexen Petroleum UK Limited,01051137,Licence fees & OGA levy,Extractives Report,2015-12-31,2,In accordance with paragraph 44 in the statement of reasons for the EU Accounting Directive and for comparability with UK EITI reporting interest has been included within the tax figures,10 Jan 2017
